epoch,loss,time
0,0.00038845234666951,24.94252586364746
1,0.0003558265743777156,24.70815396308899
2,0.0003151178825646639,24.706045866012573
3,0.00029829167760908604,24.722447633743286
4,0.00029253371758386493,24.832446575164795
5,0.0002562495646998286,24.80408263206482
6,0.00026291407993994653,24.781460762023926
7,0.00025222336989827454,24.949017763137817
8,0.00020309111278038472,24.714864492416382
9,0.000183092852239497,24.83870577812195
10,0.00018673499289434403,24.76663064956665
11,0.0001969755976460874,24.729698657989502
12,0.00018377031665295362,24.9354989528656
13,0.0001831123954616487,24.826906442642212
14,0.00020044136908836663,24.72297430038452
15,0.0001832934794947505,24.771955728530884
16,0.00019002906628884375,24.930070638656616
17,0.0001875544840004295,24.77717161178589
18,0.00018860807176679373,24.782021045684814
19,0.00018693547463044524,24.756572484970093
20,0.00018004539015237242,24.90923285484314
21,0.00016807396605145186,24.696669101715088
22,0.0001561606040922925,24.809993267059326
23,0.00015586501103825867,24.76274585723877
24,0.0001476155739510432,24.737546920776367
25,0.00014183277380652726,24.75328516960144
26,0.00015891061048023403,24.764508962631226
27,0.00016353717364836484,24.882256746292114
28,0.00016619355301372707,24.845257997512817
29,0.0001672587968641892,24.69350576400757
30,0.00014655677659902722,24.800628423690796
31,0.00014087575254961848,24.891997575759888
32,0.00013621023390442133,24.678621292114258
33,0.0001474607124691829,24.78915309906006
34,0.00013713982480112463,24.835668087005615
35,0.0001351662358501926,24.93144202232361
36,0.00012534331472124904,24.68338632583618
37,0.00013164442498236895,24.804195404052734
38,0.0001650675549171865,24.63959550857544
39,0.00017738396127242595,24.878605365753174
40,0.00017855875194072723,24.81750226020813
41,0.0001572680048411712,24.785346031188965
42,0.00014501577243208885,24.675272464752197
43,0.00012968276860192418,24.868464469909668
44,0.00013383361510932446,24.794151544570923
45,0.00013404425408225507,24.677419185638428
46,0.00010894659499172121,24.764337062835693
47,0.00011389637074898928,24.70982265472412
48,0.0001238135591847822,24.63954186439514
49,0.00011212259414605796,24.865630626678467
50,0.00011359813652234152,24.815567016601562
51,0.00012310974125284702,24.692358016967773
52,0.00010950487194349989,24.71457290649414
53,0.00011672952678054571,24.878222227096558
54,0.00012000556307611987,24.797710180282593
55,0.00012361510016489774,24.71080207824707
56,0.00013507643598131835,24.752962827682495
57,0.00011206170165678486,24.913486003875732
58,0.00012196432362543419,24.7597873210907
59,0.00012862127914559096,24.769187450408936
60,0.00011469758464954793,24.75127911567688
61,0.00011670180538203567,24.905659914016724
62,0.00011273258860455826,24.784144401550293
63,0.00011119366536149755,24.769083738327026
64,0.00010984372784150764,24.74972701072693
65,9.856660471996292e-05,24.90824794769287
66,0.00010045517410617322,24.676586627960205
67,9.937299910234287e-05,24.743608951568604
68,0.00010293886589352041,24.908711194992065
69,0.0001078954228432849,24.744400024414062
70,0.00010309520439477637,24.764857292175293
71,9.858023258857429e-05,24.73417639732361
72,0.00010911045683315024,24.92213749885559
73,0.0001059241549228318,24.749268293380737
74,0.00010604492126731202,24.809316635131836
75,0.0001102414244087413,24.754624605178833
76,9.368093742523342e-05,24.929577827453613
77,8.19385822978802e-05,24.69879412651062
78,8.875994535628706e-05,24.818828105926514
79,8.82905296748504e-05,24.821412086486816
80,8.906400034902617e-05,24.86780071258545
81,8.746371895540506e-05,24.67831540107727
82,8.698340388946235e-05,24.866731882095337
83,9.065602353075519e-05,24.83349919319153
84,9.09756199689582e-05,24.82805871963501
85,8.625522605143487e-05,24.69799566268921
86,7.363432087004185e-05,24.966765880584717
87,7.554495823569596e-05,24.693583011627197
88,8.205971244024113e-05,24.7940833568573
89,8.282037742901593e-05,24.901136875152588
90,8.352378790732473e-05,24.871940851211548
91,9.491592209087685e-05,24.696428060531616
92,8.771763532422483e-05,24.82211184501648
93,8.495931251673028e-05,24.822691202163696
94,8.892467303667217e-05,24.815665245056152
95,7.927603292046115e-05,24.60805583000183
96,7.907797407824546e-05,24.933745622634888
97,8.166626503225416e-05,24.83046293258667
98,7.043951336527243e-05,24.775399208068848
99,7.144986011553556e-05,24.716877937316895
